estado,anio,periodo,fecha,metric,indicador,fuente,valor
Coahuila de Zaragoza,2019,T1,2019-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,31567.0
Coahuila de Zaragoza,2019,T2,2019-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,31654.0
Coahuila de Zaragoza,2019,T3,2019-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,31811.0
Coahuila de Zaragoza,2019,T4,2019-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,31002.0
Coahuila de Zaragoza,2019,6 Meses,2019-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,31611.0
Coahuila de Zaragoza,2019,9 Meses,2019-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,31677.0
Coahuila de Zaragoza,2019,Anual,2019-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,31509.0
Coahuila de Zaragoza,2020,T1,2020-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,31338.0
Coahuila de Zaragoza,2020,T2,2020-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,22907.0
Coahuila de Zaragoza,2020,T3,2020-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,29700.0
Coahuila de Zaragoza,2020,T4,2020-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,31396.0
Coahuila de Zaragoza,2020,6 Meses,2020-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,27123.0
Coahuila de Zaragoza,2020,9 Meses,2020-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,27982.0
Coahuila de Zaragoza,2020,Anual,2020-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,28835.0
Coahuila de Zaragoza,2021,T1,2021-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,32893.0
Coahuila de Zaragoza,2021,T2,2021-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,33518.0
Coahuila de Zaragoza,2021,T3,2021-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,37652.0
Coahuila de Zaragoza,2021,T4,2021-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,35877.0
Coahuila de Zaragoza,2021,6 Meses,2021-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,33206.0
Coahuila de Zaragoza,2021,9 Meses,2021-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,34688.0
Coahuila de Zaragoza,2021,Anual,2021-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,34985.0
Coahuila de Zaragoza,2022,T1,2022-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,35758.0
Coahuila de Zaragoza,2022,T2,2022-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,39083.0
Coahuila de Zaragoza,2022,T3,2022-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,41064.0
Coahuila de Zaragoza,2022,T4,2022-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,39731.0
Coahuila de Zaragoza,2022,6 Meses,2022-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,37421.0
Coahuila de Zaragoza,2022,9 Meses,2022-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,38635.0
Coahuila de Zaragoza,2022,Anual,2022-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,38909.0
Coahuila de Zaragoza,2023,T1,2023-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,38251.0
Coahuila de Zaragoza,2023,T2,2023-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,40768.0
Coahuila de Zaragoza,2023,T3,2023-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,42272.0
Coahuila de Zaragoza,2023,T4,2023-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,39166.0
Coahuila de Zaragoza,2023,6 Meses,2023-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,39510.0
Coahuila de Zaragoza,2023,9 Meses,2023-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,40430.0
Coahuila de Zaragoza,2023,Anual,2023-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,40114.0
Coahuila de Zaragoza,2024,T1,2024-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,36936.0
Coahuila de Zaragoza,2024,T2,2024-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,42526.0
Coahuila de Zaragoza,2024,T3,2024-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,41806.0
Coahuila de Zaragoza,2024,T4,2024-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,42600.0
Coahuila de Zaragoza,2024,6 Meses,2024-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,39731.0
Coahuila de Zaragoza,2024,9 Meses,2024-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,40423.0
Coahuila de Zaragoza,2024,Anual,2024-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,40967.0
Coahuila de Zaragoza,2025,T1P,2025-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,37946.0
Coahuila de Zaragoza,2025,T2,2025-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Coahuila de Zaragoza,2025,T3,2025-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Coahuila de Zaragoza,2025,T4,2025-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Coahuila de Zaragoza,2025,6 Meses,2025-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Coahuila de Zaragoza,2025,9 Meses,2025-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Coahuila de Zaragoza,2025,Anual,2025-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Colima,2005,T1,2005-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,8506.0
Colima,2005,T2,2005-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,8774.0
Colima,2005,T3,2005-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,8806.0
Colima,2005,T4,2005-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9113.0
Colima,2005,6 Meses,2005-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,8640.0
Colima,2005,9 Meses,2005-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,8695.0
Colima,2005,Anual,2005-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,8800.0
Colima,2006,T1,2006-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,8780.0
Colima,2006,T2,2006-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9354.0
Colima,2006,T3,2006-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9424.0
Colima,2006,T4,2006-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,10148.0
Colima,2006,6 Meses,2006-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9067.0
Colima,2006,9 Meses,2006-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9186.0
Colima,2006,Anual,2006-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9427.0
Colima,2007,T1,2007-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9717.0
Colima,2007,T2,2007-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9481.0
Colima,2007,T3,2007-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,10420.0
Colima,2007,T4,2007-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,10051.0
Colima,2007,6 Meses,2007-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9599.0
Colima,2007,9 Meses,2007-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9873.0
Colima,2007,Anual,2007-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9917.0
Colima,2008,T1,2008-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,8829.0
Colima,2008,T2,2008-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9719.0
Colima,2008,T3,2008-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9515.0
Colima,2008,T4,2008-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9916.0
Colima,2008,6 Meses,2008-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9274.0
Colima,2008,9 Meses,2008-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9354.0
Colima,2008,Anual,2008-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9495.0
Colima,2009,T1,2009-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9242.0
Colima,2009,T2,2009-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9666.0
Colima,2009,T3,2009-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9560.0
Colima,2009,T4,2009-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9657.0
Colima,2009,6 Meses,2009-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9454.0
Colima,2009,9 Meses,2009-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9489.0
Colima,2009,Anual,2009-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,9531.0
Colima,2010,T1,2010-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,10038.0
Colima,2010,T2,2010-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,10506.0
Colima,2010,T3,2010-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,10246.0
Colima,2010,T4,2010-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,10745.0
Colima,2010,6 Meses,2010-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,10272.0
Colima,2010,9 Meses,2010-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,10263.0
Colima,2010,Anual,2010-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,10384.0
Colima,2011,T1,2011-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,10919.0
Colima,2011,T2,2011-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11492.0
Colima,2011,T3,2011-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,10881.0
Colima,2011,T4,2011-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,10899.0
Colima,2011,6 Meses,2011-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11206.0
Colima,2011,9 Meses,2011-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11097.0
Colima,2011,Anual,2011-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11048.0
Colima,2012,T1,2012-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11107.0
Colima,2012,T2,2012-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11017.0
Colima,2012,T3,2012-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12046.0
Colima,2012,T4,2012-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11146.0
Colima,2012,6 Meses,2012-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11062.0
Colima,2012,9 Meses,2012-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11390.0
Colima,2012,Anual,2012-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11329.0
Colima,2013,T1,2013-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11584.0
Colima,2013,T2,2013-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11860.0
Colima,2013,T3,2013-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12279.0
Colima,2013,T4,2013-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11499.0
Colima,2013,6 Meses,2013-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11722.0
Colima,2013,9 Meses,2013-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11908.0
Colima,2013,Anual,2013-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11806.0
Colima,2014,T1,2014-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11922.0
Colima,2014,T2,2014-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11995.0
Colima,2014,T3,2014-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11443.0
Colima,2014,T4,2014-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11795.0
Colima,2014,6 Meses,2014-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11959.0
Colima,2014,9 Meses,2014-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11787.0
Colima,2014,Anual,2014-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11789.0
Colima,2015,T1,2015-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12907.0
Colima,2015,T2,2015-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,13320.0
Colima,2015,T3,2015-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12732.0
Colima,2015,T4,2015-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12620.0
Colima,2015,6 Meses,2015-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,13114.0
Colima,2015,9 Meses,2015-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12986.0
Colima,2015,Anual,2015-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12895.0
Colima,2016,T1,2016-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,13024.0
Colima,2016,T2,2016-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11598.0
Colima,2016,T3,2016-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11698.0
Colima,2016,T4,2016-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12057.0
Colima,2016,6 Meses,2016-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12311.0
Colima,2016,9 Meses,2016-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12107.0
Colima,2016,Anual,2016-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12094.0
Colima,2017,T1,2017-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11351.0
Colima,2017,T2,2017-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12193.0
Colima,2017,T3,2017-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11727.0
Colima,2017,T4,2017-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12835.0
Colima,2017,6 Meses,2017-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11772.0
Colima,2017,9 Meses,2017-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11757.0
Colima,2017,Anual,2017-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12027.0
Colima,2018,T1,2018-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12740.0
Colima,2018,T2,2018-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12958.0
Colima,2018,T3,2018-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12982.0
Colima,2018,T4,2018-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12893.0
Colima,2018,6 Meses,2018-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12849.0
Colima,2018,9 Meses,2018-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12893.0
Colima,2018,Anual,2018-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12893.0
Colima,2019,T1,2019-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,13206.0
Colima,2019,T2,2019-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,13914.0
Colima,2019,T3,2019-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12557.0
Colima,2019,T4,2019-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12482.0
Colima,2019,6 Meses,2019-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,13560.0
Colima,2019,9 Meses,2019-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,13226.0
Colima,2019,Anual,2019-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,13040.0
Colima,2020,T1,2020-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,13283.0
Colima,2020,T2,2020-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12256.0
Colima,2020,T3,2020-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,11562.0
Colima,2020,T4,2020-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12832.0
Colima,2020,6 Meses,2020-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12770.0
Colima,2020,9 Meses,2020-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12367.0
Colima,2020,Anual,2020-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,12483.0
Colima,2021,T1,2021-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,14195.0
Colima,2021,T2,2021-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,14482.0
Colima,2021,T3,2021-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,14193.0
Colima,2021,T4,2021-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,14973.0
Colima,2021,6 Meses,2021-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,14339.0
Colima,2021,9 Meses,2021-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,14290.0
Colima,2021,Anual,2021-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,14461.0
Colima,2022,T1,2022-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,14561.0
Colima,2022,T2,2022-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,16319.0
Colima,2022,T3,2022-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,15849.0
Colima,2022,T4,2022-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,15692.0
Colima,2022,6 Meses,2022-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,15440.0
Colima,2022,9 Meses,2022-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,15576.0
Colima,2022,Anual,2022-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,15605.0
Colima,2023,T1,2023-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,15750.0
Colima,2023,T2,2023-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,15571.0
Colima,2023,T3,2023-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,17258.0
Colima,2023,T4,2023-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,15707.0
Colima,2023,6 Meses,2023-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,15661.0
Colima,2023,9 Meses,2023-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,16193.0
Colima,2023,Anual,2023-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,16072.0
Colima,2024,T1,2024-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,15579.0
Colima,2024,T2,2024-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,15823.0
Colima,2024,T3,2024-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,16227.0
Colima,2024,T4,2024-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,16098.0
Colima,2024,6 Meses,2024-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,15701.0
Colima,2024,9 Meses,2024-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,15876.0
Colima,2024,Anual,2024-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,15932.0
Colima,2025,T1P,2025-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,15493.0
Colima,2025,T2,2025-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Colima,2025,T3,2025-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Colima,2025,T4,2025-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Colima,2025,6 Meses,2025-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Colima,2025,9 Meses,2025-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Colima,2025,Anual,2025-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,0.0
Chiapas,2005,T1,2005-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,77564.0
Chiapas,2005,T2,2005-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,82178.0
Chiapas,2005,T3,2005-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,82427.0
Chiapas,2005,T4,2005-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,77500.0
Chiapas,2005,6 Meses,2005-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,79871.0
Chiapas,2005,9 Meses,2005-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,80723.0
Chiapas,2005,Anual,2005-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,79917.0
Chiapas,2006,T1,2006-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,77745.0
Chiapas,2006,T2,2006-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,75760.0
Chiapas,2006,T3,2006-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,79042.0
Chiapas,2006,T4,2006-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,75093.0
Chiapas,2006,6 Meses,2006-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,76753.0
Chiapas,2006,9 Meses,2006-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,77516.0
Chiapas,2006,Anual,2006-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,76910.0
Chiapas,2007,T1,2007-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,79382.0
Chiapas,2007,T2,2007-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,88455.0
Chiapas,2007,T3,2007-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,85016.0
Chiapas,2007,T4,2007-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,85624.0
Chiapas,2007,6 Meses,2007-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,83919.0
Chiapas,2007,9 Meses,2007-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,84284.0
Chiapas,2007,Anual,2007-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,84619.0
Chiapas,2008,T1,2008-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,88555.0
Chiapas,2008,T2,2008-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,93824.0
Chiapas,2008,T3,2008-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,92291.0
Chiapas,2008,T4,2008-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,85296.0
Chiapas,2008,6 Meses,2008-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,91190.0
Chiapas,2008,9 Meses,2008-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,91557.0
Chiapas,2008,Anual,2008-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,89992.0
Chiapas,2009,T1,2009-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,90255.0
Chiapas,2009,T2,2009-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,95725.0
Chiapas,2009,T3,2009-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,92199.0
Chiapas,2009,T4,2009-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,98959.0
Chiapas,2009,6 Meses,2009-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,92990.0
Chiapas,2009,9 Meses,2009-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,92726.0
Chiapas,2009,Anual,2009-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,94285.0
Chiapas,2010,T1,2010-03-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,90798.0
Chiapas,2010,T2,2010-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,91046.0
Chiapas,2010,T3,2010-09-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,91191.0
Chiapas,2010,T4,2010-12-31,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,98296.0
Chiapas,2010,6 Meses,2010-06-30,Unidades,puestos_trabajo_comercio_informal,MEITEF_144.xlsx,90922.0
